1,145487
2,73195
3,66026
1,418279
2,90555
1,266543
2,94862
2,85407
2,90605
3,93058
2,92632
3,59578
3,90605
2,82340
3,58461
3,71853
3,61722
3,105236
2,99763
2,78788
2,87932
3,66999
2,84516
2,54215
2,89941
2,93058
2,93105
1,198781
1,468569
1,120737
1,382932
3,70735
1,796366
2,80391
3,90329
3,73195
2,90605
1,325980
3,95159
2,88247
2,83767
2,82495
1,441773
3,61578
3,82971
